images-count,price-qualifier,new-home-flag,display_address,cover-images-default,cover-images-webp,floorplans-count,summary,property-labels,property-title,id,property-link,cover-image,price,floorplans?,for-sale?,base-contact-url,contact-url,details-url,development?,display-logo-url,name,telephone
10,From,True,"Dock East, Selsdon Way, London, E14, E14",https://media.onthemarket.com/properties/9115244/1334737864/image-0-480x320.jpg,https://media.onthemarket.com/properties/9115244/1334737864/image-0-480x320.webp,,"Superb brand new apartments in the new Dock East development. Located a short walk from Canary Wharf. These apartments offer large balcony's & high ceilings which oozes a bright, airy feel.",['New build'],1 bedroom flat for sale,37739,/details/9115244/,https://media.onthemarket.com/properties/9115244/1334737864/image-0-480x320.jpg,"£385,000",,True,/agents/contact/9115244/,/agents/contact/9115244/?form-name=details-contact,/agents/branch/savills-canary-wharf-residential-development-sales/,False,https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png,"Savills - Canary Wharf, Residential Development Sales",020 8022 6373
10,,True,"Dock East, Selsdon Way, London, E14",https://media.onthemarket.com/properties/9115243/1334737468/image-0-480x320.jpg,https://media.onthemarket.com/properties/9115243/1334737468/image-0-480x320.webp,,"Superb brand new apartments in the new Dock East development. Located a short walk from Canary Wharf. These apartments offer large balcony's & high ceilings which oozes a bright, airy feel.",['New build'],1 bedroom flat for sale,37739,/details/9115243/,https://media.onthemarket.com/properties/9115243/1334737468/image-0-480x320.jpg,"£421,000",,True,/agents/contact/9115243/,/agents/contact/9115243/?form-name=details-contact,/agents/branch/savills-canary-wharf-residential-development-sales/,False,https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png,"Savills - Canary Wharf, Residential Development Sales",020 8022 6373
17,Offers over,True,"Hampton Tower, South Quay Plaza, Canary Wharf, E14",https://media.onthemarket.com/properties/9106107/1337277592/image-0-480x320.jpg,https://media.onthemarket.com/properties/9106107/1337277592/image-0-480x320.webp,2,"£100,000+ below Original Purchase price! | Partial River and Dock views | 22nd Floor | 613 SqFt |  1 bed | South East Aspect | Berkeley Homes Premium Development | February 2021 completion | 24/7 Concierge | Gym | Swimming Pool | Residents Lounge, Bar, Fine Dining, Roof Terraces | Moment to...",['New build'],1 bedroom apartment for sale,26009,/details/9106107/,https://media.onthemarket.com/properties/9106107/1337277592/image-0-480x320.jpg,"£575,000",True,True,/agents/contact/9106107/,/agents/contact/9106107/?form-name=details-contact,/agents/branch/mylondonhome/,False,https://media.onthemarket.com/agents/branches/26009/190704130428048/logo-100x65.jpg,MyLondonHome,020 8033 1702
11,Offers over,True,"Hampton Tower, 75 Marsh Wall, London, E14",https://media.onthemarket.com/properties/9092055/1335070855/image-0-480x320.jpg,https://media.onthemarket.com/properties/9092055/1335070855/image-0-480x320.webp,1,"Well positioned 19th floor,  1 bedroom apartment offering  generous living and entertaining space, available in what will be one of the tallest and most renowned residential buildings in Europe.  The apartment comprises an open plan living space with a kitchen which includes appliances,...",['New build'],1 bedroom flat for sale,4804,/details/9092055/,https://media.onthemarket.com/properties/9092055/1335070855/image-0-480x320.jpg,"£675,000",True,True,/agents/contact/9092055/,/agents/contact/9092055/?form-name=details-contact,/agents/branch/knight-frank-canary-wharf-aldgate-and-wapping/,False,https://media.onthemarket.com/agents/branches/4804/180618173426040/logo-100x65.jpg,"Knight Frank - Canary Wharf, Aldgate & Wapping",020 8022 7340
23,Guide price,True,"Dollar Bay Point, Canary Wharf, E14",https://media.onthemarket.com/properties/4435856/1329446723/image-0-480x320.jpg,https://media.onthemarket.com/properties/4435856/1329446723/image-0-480x320.webp,1,"Incredible views of Canary Wharf, River Thames, Dock & 02 Arena | 869 SqFt internal area (80Sqm) | 215 sq.ft. Winter Garden (19.9sqm) | 11th floor | 999 year lease from 2016 | 0.3 Miles to South Quay Station & 0.7 miles to Canary Wharf Station | Bank station in 5 stops and Canary wharf in 2 stops...",['New build'],2 bedroom apartment for sale,26009,/details/4435856/,https://media.onthemarket.com/properties/4435856/1329446723/image-0-480x320.jpg,"£870,000",True,True,/agents/contact/4435856/,/agents/contact/4435856/?form-name=details-contact,/agents/branch/mylondonhome/,False,https://media.onthemarket.com/agents/branches/26009/190704130428048/logo-100x65.jpg,MyLondonHome,020 8033 1702
7,,True,"Astell House, London City Island, E14",https://media.onthemarket.com/properties/9059225/1310666728/image-0-480x320.jpg,https://media.onthemarket.com/properties/9059225/1310666728/image-0-480x320.webp,1,"A spacious one bedroom apartment is available for sale within the sought after London City Island development. The development features 24-hour concierge, swimming pool and wellness facilities alongside landscaped gardens, ensuring residents have all they need on The Island. The addition of the...",['New build'],1 bedroom apartment for sale,48486,/details/9059225/,https://media.onthemarket.com/properties/9059225/1310666728/image-0-480x320.jpg,"£500,000",True,True,/agents/contact/9059225/,/agents/contact/9059225/?form-name=details-contact,/agents/branch/dockleys-london-property-london/,False,https://media.onthemarket.com/agents/companies/7785/201222175031108/logo-100x65.jpg,Dockleys London Property - London,020 8033 7485
8,,True,"Defoe House, London City Island, E14",https://media.onthemarket.com/properties/8205873/1310484357/image-0-480x320.jpg,https://media.onthemarket.com/properties/8205873/1310484357/image-0-480x320.webp,1,"This BRAND NEW beautifully presented three bedroom apartment boasts over 973 Sq. Ft. of internal living space with a unique uninterrupted view from the 20th floor south facing balcony. Featuring floor to ceiling windows to the generously sized open plan lounge & kitchen area, leading onto the...",['New build'],3 bedroom apartment for sale,37019,/details/8205873/,https://media.onthemarket.com/properties/8205873/1310484357/image-0-480x320.jpg,"£900,000",True,True,/agents/contact/8205873/,/agents/contact/8205873/?form-name=details-contact,/agents/branch/madison-brook-docklands/,False,https://media.onthemarket.com/agents/branches/37019/191115163910504/logo-100x65.jpg,Madison Brook - Docklands,020 8022 6371
,,True,"Dock East, Selsdon Way, London, E14",https://media.onthemarket.com/default/default-property.png,,,Beautiful two bedroom apartments in the docks of Canary Wharf. Many of these apartments have dock or Greenwich views and offer private balconies.,['New build'],2 bedroom flat for sale,37739,/details/9045055/,https://media.onthemarket.com/default/default-property.png,"£669,000",,True,/agents/contact/9045055/,/agents/contact/9045055/?form-name=details-contact,/agents/branch/savills-canary-wharf-residential-development-sales/,False,https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png,"Savills - Canary Wharf, Residential Development Sales",020 8022 6373
10,,True,"Dock East, Selsdon Way, London, E14",https://media.onthemarket.com/properties/9045054/1334737816/image-0-480x320.jpg,https://media.onthemarket.com/properties/9045054/1334737816/image-0-480x320.webp,,Superb two bedroom apartment in the new Dock East development. The apartment extends to 904 Sqft and has a large private balcony and offers fantastic views of the Dock.,['New build'],2 bedroom flat for sale,37739,/details/9045054/,https://media.onthemarket.com/properties/9045054/1334737816/image-0-480x320.jpg,"£890,000",,True,/agents/contact/9045054/,/agents/contact/9045054/?form-name=details-contact,/agents/branch/savills-canary-wharf-residential-development-sales/,False,https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png,"Savills - Canary Wharf, Residential Development Sales",020 8022 6373
10,,True,"Dock East, Selsdon Way, London, E14",https://media.onthemarket.com/properties/9045052/1334737793/image-0-480x320.jpg,https://media.onthemarket.com/properties/9045052/1334737793/image-0-480x320.webp,,"Stunning one bedroom apartments in the docks of Canary Wharf. Many of these apartments face towards the water and have private balconies. Prices start from £382,000.",['New build'],1 bedroom flat for sale,37739,/details/9045052/,https://media.onthemarket.com/properties/9045052/1334737793/image-0-480x320.jpg,"£382,000",,True,/agents/contact/9045052/,/agents/contact/9045052/?form-name=details-contact,/agents/branch/savills-canary-wharf-residential-development-sales/,False,https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png,"Savills - Canary Wharf, Residential Development Sales",020 8022 6373
