id,images-count,price-qualifier,new-home-flag,display_address,cover-images-default,cover-images-webp,floorplans-count,summary,property-labels,property-title,property-link,cover-image,price,floorplans?,for-sale?,agent-base-contact-url,agent-contact-url,agent-details-url,agent-development?,agent-display-logo-url,agent-id,agent-name,agent-telephone
9638684,8,,True,"Damac Tower, Vauxhall, SW8",https://media.onthemarket.com/properties/9638684/1334291804/image-0-480x320.jpg,https://media.onthemarket.com/properties/9638684/1334291804/image-0-480x320.webp,2,*COMPLETION Q3/Q4 2021* | 775 SQFT | 30TH FLOOR | 2 Bed | 2 Bath | Designer Versace Building | First Of Its Kind In Europe | South West Aspect Towards the Battersea Power Station | Vauxhall Over and Underground Station | Unrivalled 5* Designer Facilities for London Development | 24hr Concierge |...,['New build'],2 bedroom apartment for sale,/details/9638684/,https://media.onthemarket.com/properties/9638684/1334291804/image-0-480x320.jpg,"£1,250,000",True,True,/agents/contact/9638684/,/agents/contact/9638684/?form-name=details-contact,/agents/branch/mylondonhome/,False,https://media.onthemarket.com/agents/branches/26009/190704130428048/logo-100x65.jpg,26009,MyLondonHome,020 8033 1702
9638677,7,Offers in excess of,True,"Damac Tower, Vauxhall, SW8",https://media.onthemarket.com/properties/9638677/1334975449/image-0-480x320.jpg,https://media.onthemarket.com/properties/9638677/1334975449/image-0-480x320.webp,2,*COMPLETION Q3/Q4 2021* | 559 SQFT | 17TH FLOOR | 1 Bed | 1 Bath | Designer Versace Building | First Of Its Kind In Europe | East Facing Aspect Towards Canary Wharf | Vauxhall Over and Underground Station | Unrivalled 5* Designer Facilities for London Development | 24hr Concierge | Assignment...,['New build'],1 bedroom apartment for sale,/details/9638677/,https://media.onthemarket.com/properties/9638677/1334975449/image-0-480x320.jpg,"£900,000",True,True,/agents/contact/9638677/,/agents/contact/9638677/?form-name=details-contact,/agents/branch/mylondonhome/,False,https://media.onthemarket.com/agents/branches/26009/190704130428048/logo-100x65.jpg,26009,MyLondonHome,020 8033 1702
9638659,8,Offers in excess of,True,"Damac Tower, Vauxhall, SW8",https://media.onthemarket.com/properties/9638659/1334975448/image-0-480x320.jpg,https://media.onthemarket.com/properties/9638659/1334975448/image-0-480x320.webp,2,*COMPLETION Q3/Q4 2021* | 521 SQFT | 17TH FLOOR | 1 Bed | 1 Bath | Designer Versace Building | First Of Its Kind In Europe | East Facing Aspect Towards Canary Wharf | Vauxhall Over and Underground Station | Unrivalled 5* Designer Facilities for London Development | 24hr Concierge | Contract...,['New build'],1 bedroom apartment for sale,/details/9638659/,https://media.onthemarket.com/properties/9638659/1334975448/image-0-480x320.jpg,"£875,000",True,True,/agents/contact/9638659/,/agents/contact/9638659/?form-name=details-contact,/agents/branch/mylondonhome/,False,https://media.onthemarket.com/agents/branches/26009/190704130428048/logo-100x65.jpg,26009,MyLondonHome,020 8033 1702
9635862,26,,True,"2 Riverlight, Nine Elms, London, SW11",https://media.onthemarket.com/properties/9635862/1330788078/image-0-480x320.jpg,https://media.onthemarket.com/properties/9635862/1330788078/image-0-480x320.webp,1,A spectacular penthouse apartment covering the entire 15th floor Riverlight Two. The layout of the apartment has been reconfigured by the owners from the original plans and offers some 4388sq.ft (407.71sq.m) of internal living space and 1619sq.ft (150.46) of external terracing and private...,['New build'],5 bedroom penthouse for sale,/details/9635862/,https://media.onthemarket.com/properties/9635862/1330788078/image-0-480x320.jpg,"£6,950,000",True,True,/agents/contact/9635862/,/agents/contact/9635862/?form-name=details-contact,/agents/branch/garton-jones-nine-elms-and-vauxhall/,False,https://media.onthemarket.com/agents/branches/25932/190122141120758/logo-100x65.jpg,25932,Garton Jones - Nine Elms & Vauxhall,020 8022 6964
9603654,2,,True,"KEYBRIDGE CAPITAL, S LAMBETH ROAD, LONDON, SW8",https://media.onthemarket.com/properties/9603654/1325825612/image-0-480x320.jpg,https://media.onthemarket.com/properties/9603654/1325825612/image-0-480x320.webp,,"Key features:• Three Bedrooms/Two Bathrooms.• Three sides facing.• Two Balcony.• 24hr Concierge service and resident’s Clube Lounge.• Spa and Gym: 15M pool, sauna and steam room, gym equipment.• Car Park and Cycle Storage.• Next to the Nine Elms Northern Line tube station.• Service Charge £5,976...",['New build'],3 bedroom apartment for sale,/details/9603654/,https://media.onthemarket.com/properties/9603654/1325825612/image-0-480x320.jpg,"£1,150,000",,True,/agents/contact/9603654/,/agents/contact/9603654/?form-name=details-contact,/agents/branch/belvoir-maida-vale/,False,https://media.onthemarket.com/agents/branches/50080/200115130545698/logo-100x65.jpg,50080,Belvoir - Maida Vale,020 3641 1055
9592366,15,,True,"Kensington House, Prince of Wales Drive, Battersea, SW11",https://media.onthemarket.com/properties/9592366/1330788105/image-0-480x320.jpg,https://media.onthemarket.com/properties/9592366/1330788105/image-0-480x320.webp,1,"A spacious 2 bedroom apartment of 937sq.ft (87sq.m) on the 2nd floor of Kensington House, Prince of Wales in Nine Elms, close to the banks of the River Thames, Battersea Park and the new Power Station Tube Stop. This property further benefits from a dual aspect open plan reception room with a...",['New build'],2 bedroom flat for sale,/details/9592366/,https://media.onthemarket.com/properties/9592366/1330788105/image-0-480x320.jpg,"£1,065,000",True,True,/agents/contact/9592366/,/agents/contact/9592366/?form-name=details-contact,/agents/branch/garton-jones-nine-elms-and-vauxhall/,False,https://media.onthemarket.com/agents/branches/25932/190122141120758/logo-100x65.jpg,25932,Garton Jones - Nine Elms & Vauxhall,020 8022 6964
9591067,28,,True,"The Penthouse, Pinto Tower, Nine Elms Point",https://media.onthemarket.com/properties/9591067/1325592690/image-0-480x320.jpg,https://media.onthemarket.com/properties/9591067/1325592690/image-0-480x320.webp,1,"A lateral four bedroom penthouse apartment boasting 1,795 sq ft of internal space and secure parking, covering the entire floor, offering a very rare opportunity to acquire this type of property in London's biggest investment area.",['New build'],4 bedroom penthouse for sale,/details/9591067/,https://media.onthemarket.com/properties/9591067/1325592690/image-0-480x320.jpg,"£2,390,000",True,True,/agents/contact/9591067/,/agents/contact/9591067/?form-name=details-contact,/agents/branch/prime-london-central-and-riverside-london/,False,https://media.onthemarket.com/agents/branches/44266/180312100056548/logo-100x65.jpg,44266,"Prime London, Central and Riverside - London",020 3641 9206
9584901,16,,True,"Kensington House, Prince of Wales Drive, Battersea, SW11",https://media.onthemarket.com/properties/9584901/1330788122/image-0-480x320.jpg,https://media.onthemarket.com/properties/9584901/1330788122/image-0-480x320.webp,1,"A spacious 2 double bedroom apartment of 870sq.ft (80sq.m) in Kensington House, Prince of Wales in Nine Elms, close to the banks of the River Thames, Battersea Park and the new Power Station Tube Stop. This property further benefits from a dual aspect open plan reception room with a smart...",['New build'],2 bedroom flat for sale,/details/9584901/,https://media.onthemarket.com/properties/9584901/1330788122/image-0-480x320.jpg,"£1,050,000",True,True,/agents/contact/9584901/,/agents/contact/9584901/?form-name=details-contact,/agents/branch/garton-jones-nine-elms-and-vauxhall/,False,https://media.onthemarket.com/agents/branches/25932/190122141120758/logo-100x65.jpg,25932,Garton Jones - Nine Elms & Vauxhall,020 8022 6964
9584896,9,,True,"Bowden House, Prince of Wales Drive, 9 Palmer Road, SW11",https://media.onthemarket.com/properties/9584896/1330652627/image-0-480x320.jpg,https://media.onthemarket.com/properties/9584896/1330652627/image-0-480x320.webp,1,"A spacious 1 bedroom apartment of 630sq.ft (58sq.m) on the 6th floor of Bowden House, Prince of Wales in Nine Elms, close to the banks of the River Thames, Battersea Park and the new Power Station Tube Stop. This property further benefits from an open plan reception room with a smart integrated...",['New build'],1 bedroom flat for sale,/details/9584896/,https://media.onthemarket.com/properties/9584896/1330652627/image-0-480x320.jpg,"£795,000",True,True,/agents/contact/9584896/,/agents/contact/9584896/?form-name=details-contact,/agents/branch/garton-jones-nine-elms-and-vauxhall/,False,https://media.onthemarket.com/agents/branches/25932/190122141120758/logo-100x65.jpg,25932,Garton Jones - Nine Elms & Vauxhall,020 8022 6964
9584893,17,,True,"Kensington House, Prince of Wales Drive, Battersea, SW11",https://media.onthemarket.com/properties/9584893/1330788080/image-0-480x320.jpg,https://media.onthemarket.com/properties/9584893/1330788080/image-0-480x320.webp,1,"A spacious 2 double bedroom apartment of 937sq.ft (87sq.m) on the 1st floor of Kensington House, Prince of Wales in Nine Elms, close to the banks of the River Thames, Battersea Park and the new Power Station Tube Stop. This property further benefits from a dual aspect open plan reception room...",['New build'],2 bedroom flat for sale,/details/9584893/,https://media.onthemarket.com/properties/9584893/1330788080/image-0-480x320.jpg,"£1,100,000",True,True,/agents/contact/9584893/,/agents/contact/9584893/?form-name=details-contact,/agents/branch/garton-jones-nine-elms-and-vauxhall/,False,https://media.onthemarket.com/agents/branches/25932/190122141120758/logo-100x65.jpg,25932,Garton Jones - Nine Elms & Vauxhall,020 8022 6964
